------------------------------------------------------------------------------
|      Name|   Arrival|     Burst|     Start|    Finish|   Waiting|TurnAround|
|       366|       445|       320|     97483|    104764|    103999|    104319|
|       387|       445|        11|     97803|       465|         9|        20|
|       358|       447|        94|     97814|      9535|      8994|      9088|
|       420|       447|       281|     97908|     80984|     80256|     80537|
|       394|       449|       111|     98189|     12933|     12373|     12484|
|       409|       450|       153|     98300|     26008|     25405|     25558|
|       440|       450|       205|     98453|     44911|     44256|     44461|
|       397|       453|       220|     98658|     50220|     49547|     49767|
|       442|       453|       377|     98878|    145791|    144961|    145338|
|       396|       454|       250|     99255|     65788|     65084|     65334|
|       429|       454|       494|     99505|    235168|    234220|    234714|
|       389|       455|       334|     99999|    116516|    115727|    116061|
|       374|       456|       208|    100333|     46151|     45487|     45695|
|       368|       457|       210|    100541|     46569|     45902|     46112|
|       406|       459|       127|    100751|     18094|     17508|     17635|
|       375|       460|       283|    100878|     81829|     81086|     81369|
|       380|       463|       479|    101161|    224955|    224013|    224492|
|       377|       464|       365|    101640|    135765|    134936|    135301|
|       422|       464|       208|    102005|     46359|     45687|     45895|
|       456|       464|       453|    102213|    206745|    205828|    206281|
|       381|       465|       114|    102666|     13381|     12802|     12916|
|       433|       465|       129|    102780|     18993|     18399|     18528|
|       438|       465|       132|    102909|     19909|     19312|     19444|
|       450|       465|       305|    103041|     95746|     94976|     95281|
|       395|       467|       374|    103346|    144286|    143445|    143819|
|       466|       468|       200|    103720|     43286|     42618|     42818|
|       384|       471|       417|    103920|    176398|    175510|    175927|
|       471|       471|       292|    104337|     85285|     84522|     84814|
|       405|       475|       177|    104629|     34306|     33654|     33831|
|       449|       476|        19|    104806|       555|        60|        79|
|       416|       479|       147|    104825|     24511|     23885|     24032|
|       408|       481|       378|    104972|    147678|    146819|    147197|
|       445|       481|       105|    105350|     11951|     11365|     11470|
|       386|       482|        16|    105455|       503|         5|        21|
|       391|       484|       146|    105471|     24217|     23587|     23733|
|       426|       485|       434|    105617|    193410|    192491|    192925|
|       454|       485|       124|    106051|     16711|     16102|     16226|
|       390|       486|        51|    106175|      2851|      2314|      2365|
|       412|       487|        87|    106226|      8184|      7610|      7697|
|       431|       487|       360|    106313|    133226|    132379|    132739|
|       393|       488|        42|    106673|      2005|      1475|      1517|
|       418|       488|       388|    106715|    153802|    152926|    153314|
|       423|       488|       336|    107103|    117857|    117033|    117369|
|       458|       488|       265|    107439|     71996|     71243|     71508|
|       424|       489|        84|    107704|      7501|      6928|      7012|
|       430|       489|       326|    107788|    109932|    109117|    109443|
|       480|       489|       351|    108114|    126814|    125974|    126325|
|       482|       489|       362|    108465|    134671|    133820|    134182|
|       483|       490|        54|    108827|      3115|      2571|      2625|
|       414|       491|        12|    108881|       515|        12|        24|
|       421|       491|       276|    108893|     78759|     77992|     78268|
|       493|       492|       233|    109169|     56336|     55611|     55844|
|       407|       494|        14|    109402|       536|        28|        42|
|       452|       494|        28|    109416|       985|       463|       491|
|       486|       495|       254|    109444|     66545|     65796|     66050|
|       441|       497|       421|    109698|    181430|    180512|    180933|
|       453|       499|       400|    110119|    161661|    160762|    161162|
|       464|       501|       109|    110519|     12274|     11664|     11773|
|       427|       502|       203|    110628|     44297|     43592|     43795|
|       417|       503|       121|    110831|     15609|     14985|     15106|
|       461|       504|       101|    110952|     10717|     10112|     10213|
|       484|       505|       210|    111053|     46779|     46064|     46274|
|       492|       506|       132|    111263|     20041|     19403|     19535|
|       428|       507|       144|    111395|     23349|     22698|     22842|
|       434|       508|       410|    111539|    170598|    169680|    170090|
|       436|       508|       414|    111949|    173488|    172566|    172980|
|       437|       509|       175|    112363|     33072|     32388|     32563|
|       439|       509|        88|    112538|      8446|      7849|      7937|
|       478|       510|       366|    112626|    136131|    135255|    135621|
|       490|       513|       419|    112992|    178071|    177139|    177558|
|       419|       514|       326|    113411|    110258|    109418|    109744|
|       444|       514|       380|    113737|    149575|    148681|    149061|
|       447|       514|       491|    114117|    233689|    232684|    233175|
|       473|       515|         7|    114608|       522|         0|         7|
|       495|       515|       419|    114615|    178490|    177556|    177975|
|       470|       518|       398|    115034|    160062|    159146|    159544|
|       479|       518|       394|    115432|    159267|    158355|    158749|
|       508|       521|       110|    115826|     12602|     11971|     12081|
|       477|       522|       141|    115936|     22633|     21970|     22111|
|       455|       523|       153|    116077|     26161|     25485|     25638|
|       515|       525|       126|    116230|     17714|     17063|     17189|
|       451|       526|       195|    116356|     41705|     40984|     41179|
|       497|       526|       459|    116551|    211315|    210330|    210789|
|       504|       527|       483|    117010|    227845|    226835|    227318|
|       465|       528|       392|    117493|    158873|    157953|    158345|
|       462|       530|        71|    117885|      5197|      4596|      4667|
|       519|       530|       438|    117956|    196029|    195061|    195499|
|       523|       530|        77|    118394|      6367|      5760|      5837|
|       511|       531|       212|    118471|     47624|     46881|     47093|
|       468|       532|       158|    118683|     27719|     27029|     27187|
|       472|       532|       351|    118841|    127165|    126282|    126633|
|       512|       532|       272|    119192|     76295|     75491|     75763|
|       499|       534|        46|    119464|      2362|      1782|      1828|
|       500|       534|        88|    119510|      8534|      7912|      8000|
|       460|       535|       120|    119598|     15248|     14593|     14713|
