------------------------------------------------------------------------------
|      Name|   Arrival|     Burst|     Start|    Finish|   Waiting|TurnAround|
|       452|       494|        28|    109416|       805|    109409|    109437|
|       486|       495|       254|    109444|     66545|    109437|    109691|
|       441|       497|       421|    109698|    181430|    109691|    110112|
|       453|       499|       400|    110119|    161661|    110112|    110512|
|       464|       501|       109|    110519|     12063|    110512|    110621|
|       427|       502|       203|    110628|     44277|    110621|    110824|
|       417|       503|       121|    110831|     15398|    110824|    110945|
|       461|       504|       101|    110952|     10506|    110945|    111046|
|       484|       505|       210|    111053|     46759|    111046|    111256|
|       492|       506|       132|    111263|     19830|    111256|    111388|
|       428|       507|       144|    111395|     23138|    111388|    111532|
|       434|       508|       410|    111539|    170598|    111532|    111942|
|       436|       508|       414|    111949|    173488|    111942|    112356|
|       437|       509|       175|    112363|     32861|    112356|    112531|
|       439|       509|        88|    112538|      8235|    112531|    112619|
|       478|       510|       366|    112626|    136131|    112619|    112985|
|       490|       513|       419|    112992|    178071|    112985|    113404|
|       419|       514|       326|    113411|    110258|    113404|    113730|
|       444|       514|       380|    113737|    149575|    113730|    114110|
|       447|       514|       491|    114117|    233689|    114110|    114601|
|       473|       515|         7|    114608|       522|    114601|    114608|
|       495|       515|       419|    114615|    178490|    114608|    115027|
|       470|       518|       398|    115034|    160062|    115027|    115425|
|       479|       518|       394|    115432|    159267|    115425|    115819|
|       508|       521|       110|    115826|     12391|    115819|    115929|
|       477|       522|       141|    115936|     22422|    115929|    116070|
|       455|       523|       153|    116077|     25950|    116070|    116223|
|       515|       525|       126|    116230|     17503|    116223|    116349|
|       451|       526|       195|    116356|     41685|    116349|    116544|
|       497|       526|       459|    116551|    211315|    116544|    117003|
|       504|       527|       483|    117010|    227845|    117003|    117486|
|       465|       528|       392|    117493|    158873|    117486|    117878|
|       462|       530|        71|    117885|      4986|    117878|    117949|
|       519|       530|       438|    117956|    196029|    117949|    118387|
|       523|       530|        77|    118394|      6156|    118387|    118464|
|       511|       531|       212|    118471|     47393|    118464|    118676|
|       468|       532|       158|    118683|     27508|    118676|    118834|
|       472|       532|       351|    118841|    127165|    118834|    119185|
|       512|       532|       272|    119192|     76295|    119185|    119457|
|       499|       534|        46|    119464|      2151|    119457|    119503|
|       500|       534|        88|    119510|      8323|    119503|    119591|
|       460|       535|       120|    119598|     15037|    119591|    119711|
|       524|       536|       335|    119718|    117185|    119711|    120046|
|       443|       537|       196|    120053|     42076|    120046|    120242|
|       513|       537|       317|    120249|    103487|    120242|    120559|
|       448|       539|       246|    120566|     63055|    120559|    120805|
|       459|       539|        11|    120812|       550|    120805|    120816|
|       530|       539|       104|    120823|     11531|    120816|    120920|
|       446|       541|       107|    120927|     11954|    120920|    121027|
|       538|       541|       454|    121034|    207199|    121027|    121481|
|       457|       543|       144|    121488|     23282|    121481|    121625|
|       485|       543|       120|    121632|     15157|    121625|    121745|
|       496|       545|       125|    121752|     16874|    121745|    121870|
|       501|       545|       436|    121877|    194717|    121870|    122306|
|       463|       546|        74|    122313|      5706|    122306|    122380|
|       476|       546|       377|    122387|    146168|    122380|    122757|
|       481|       547|       327|    122764|    111564|    122757|    123084|
|       522|       547|        68|    123091|      4364|    123084|    123152|
|       541|       548|       150|    123159|     25342|    123152|    123302|
|       487|       549|       416|    123309|    174732|    123302|    123718|
|       475|       551|         9|    123725|       560|    123718|    123727|
|       520|       551|       481|    123734|    226879|    123727|    124208|
|       535|       554|        18|    124215|       591|    124208|    124226|
|       474|       555|       427|    124233|    186952|    124226|    124653|
|       514|       557|       245|    124660|     62072|    124653|    124898|
